City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
349,Qandala,11.472,49.8728,75.96,64,0,4.52,SO
350,Lompoc,34.6391,-120.4579,60.94,79,0,9.22,US
351,Comodoro Rivadavia,-45.8667,-67.5,53.46,87,0,5.75,AR
352,Vangaindrano,-23.35,47.6,71.8,90,100,6.11,MG
353,Walvis Bay,-22.9575,14.5053,59.09,94,0,10.36,NA
354,Antalaha,-14.9003,50.2788,71.46,74,96,5.12,MG
355,Egvekinot,66.3167,-179.1667,-2.45,86,50,2.3,RU
356,Shingu,33.7333,135.9833,61.52,55,0,7.2,JP
357,Moroni,-11.7022,43.2551,75.13,82,0,3.04,KM
358,Santa Cruz,-17.8,-63.1667,80.06,78,75,6.91,BO
359,Zhangye,38.9342,100.4517,33.64,40,0,4.54,CN
360,Slave Lake,55.2834,-114.769,33.78,69,75,9.22,CA
361,Basse,52.5518,9.5069,45.25,94,100,8.05,DE
362,Alanya,36.5438,31.9998,51.93,35,0,7.18,TR
363,Manado,1.487,124.8455,88.57,70,40,2.3,ID
364,Ligayan,4.6533,119.4706,82.47,78,99,6.6,PH
365,Didwana,27.4,74.5667,66.4,33,4,6.6,IN
366,Chicama,-7.8447,-79.1469,61.34,80,98,4.94,PE
367,Wajir,1.7471,40.0573,77.45,74,99,13.02,KE
368,Latung,5.5,120.8833,82.58,73,100,3.58,PH
369,Itupiranga,-5.1347,-49.3267,82.72,80,55,3.74,BR
370,Porto Nacional,-10.7081,-48.4172,80.6,65,16,0.69,BR
371,Cap Malheureux,-19.9842,57.6142,72.46,70,11,1.01,MU
372,Emerald,-23.5333,148.1667,85.33,51,10,8.05,AU
373,Leh,34.1667,77.5833,25.05,83,100,4.25,IN
374,Cumra,37.5732,32.7745,35.74,54,0,3.69,TR
375,Malacky,48.436,17.0219,44.02,99,0,7.9,SK
376,Priamurskiy,48.5217,134.9028,23.41,56,96,9.98,RU
377,Port Hawkesbury,45.6169,-61.3485,46.58,99,100,11.01,CA
378,Suihua,46.6406,126.9969,25.3,40,100,10.63,CN
379,Llanes,43.4198,-4.7549,62.89,84,100,12.59,ES
380,Manokwari,-0.8667,134.0833,79.12,87,100,1.34,ID
381,Nsanje,-16.92,35.262,76.68,71,97,3.09,MW
382,Namibe,-15.1961,12.1522,64.98,75,19,8.14,AO
383,Salalah,17.0151,54.0924,75.29,64,0,2.3,OM
384,Nikolayevsk-Na-Amure,53.1406,140.73,20.66,65,14,2.98,RU
385,Kieta,-6.2167,155.6333,85.73,66,70,5.37,PG
386,Nhulunbuy,-12.2333,136.7667,90.21,62,40,12.66,AU
387,Ust-Ishim,57.6935,71.1665,32.67,98,100,8.19,RU
388,Simbahan,6.3032,120.5836,83.25,76,100,5.84,PH
389,Muriti,-1.9833,32.9167,71.01,70,45,4.94,TZ
390,Udachnyy,66.4167,112.4,-24.56,67,100,4.56,RU
391,Ambilobe,-13.2,49.05,71.56,85,3,3.8,MG
392,College,64.8569,-147.8028,37.72,80,100,6.91,US
393,Vila Franca Do Campo,37.7167,-25.4333,64.81,79,100,12.48,PT
394,Constitucion,-35.3333,-72.4167,53.46,90,2,7.23,CL
395,Algiers,36.7525,3.042,53.42,76,0,4.61,DZ
396,Mountain Home,43.133,-115.6912,33.28,69,0,9.22,US
397,Bandarbeyla,9.4942,50.8122,77.0,72,4,11.14,SO
398,Kitimat,54.0524,-128.6534,34.18,99,100,3.02,CA
399,Turinskaya Sloboda,57.6232,64.3858,30.43,97,100,12.28,RU
400,Havre-Saint-Pierre,50.2334,-63.5986,30.2,80,100,11.5,CA
401,Quarai,-30.3875,-56.4514,64.29,98,54,5.82,BR
402,Trinidad,-14.8333,-64.9,81.28,60,100,3.67,BO
403,Lima,-12.0432,-77.0282,63.9,82,100,5.75,PE
404,Fairbanks,64.8378,-147.7164,37.74,82,0,6.91,US
405,Beira,-19.8436,34.8389,80.69,74,20,2.48,MZ
406,Halifax,44.6453,-63.5724,49.21,96,100,17.27,CA
407,Kokstad,-30.5472,29.4241,48.67,94,59,1.97,ZA
408,Champerico,14.3,-91.9167,79.86,79,68,5.01,GT
409,Codrington,-38.2667,141.9667,54.43,89,100,24.43,AU
410,Sola,-13.8833,167.55,81.09,73,0,4.83,VU
411,Tres Arroyos,-38.3739,-60.2798,56.8,98,100,11.12,AR
412,Koumac,-20.5667,164.2833,78.48,73,53,7.52,NC
413,Blagoyevo,63.3667,47.9167,21.65,84,100,12.91,RU
414,Inhambane,-23.865,35.3833,73.51,94,100,2.3,MZ
415,Tromso,69.6496,18.957,41.02,87,100,12.66,NO
416,Komsomolskiy,40.4272,71.7189,32.72,93,100,2.3,UZ
417,Kigorobya,1.6162,31.3089,66.16,88,91,1.79,UG
418,Najran,17.4924,44.1277,59.25,45,0,0.22,SA
419,Mount Isa,-20.7333,139.5,83.97,61,40,6.91,AU
420,Marfino,55.7028,37.3822,34.09,81,75,15.66,RU
421,Goderich,43.7501,-81.7165,37.9,64,100,16.11,CA
422,Eureka,40.8021,-124.1637,49.93,90,79,1.01,US
423,Malanje,-9.5402,16.341,60.62,60,95,4.05,AO
424,Tagab,34.855,69.6492,43.45,93,100,2.28,AF
425,Muli,2.9167,73.5667,78.94,82,100,19.66,MV
426,Hofn,64.2539,-15.2082,48.07,96,100,17.52,IS
427,Saint-Georges,12.0564,-61.7485,82.08,83,75,11.5,GD
428,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.82,86,45,5.55,BR
429,Doka,13.5167,35.7667,76.24,46,16,3.38,SD
430,Cartagena,10.3997,-75.5144,80.22,83,40,2.3,CO
431,Vostok,46.4856,135.8833,22.75,74,97,2.84,RU
432,Patti,31.2808,74.8572,62.67,34,86,6.55,IN
433,Omboue,-1.5746,9.2618,75.4,90,100,7.83,GA
434,Xichang,27.8964,102.2634,52.02,77,16,1.41,CN
435,Popondetta,-8.7537,148.2534,91.4,51,100,4.18,PG
436,Siniscola,40.5719,9.6922,51.35,89,2,5.86,IT
437,Andenes,69.3143,16.1194,44.58,76,100,11.5,NO
438,Canita,9.2097,-78.8811,74.66,97,100,1.99,PA
439,Swellendam,-34.0226,20.4417,57.16,88,4,5.3,ZA
440,Jalingo,8.8833,11.3667,76.57,37,4,5.41,NG
441,Santa Barbara,34.7333,-120.0343,55.99,69,0,14.97,US
442,Rocha,-34.4833,-54.3333,65.75,98,100,5.84,UY
443,Barhi,23.9,80.8,56.7,55,0,2.37,IN
444,Mandalgovi,45.7625,106.2708,25.02,33,95,7.81,MN
445,Ballina,-28.8667,153.5667,80.02,66,98,11.14,AU
446,Port Moresby,-9.4431,147.1797,87.22,66,75,11.5,PG
447,Necochea,-38.5473,-58.7368,59.79,99,100,9.42,AR
448,Zyryanka,65.75,150.85,-23.98,94,25,6.73,RU
449,Cockburn Town,21.4612,-71.1419,80.83,75,5,10.76,TC
450,Ola,59.5833,151.2833,8.19,91,98,8.95,RU
451,Nabire,-3.3667,135.4833,78.03,91,100,1.5,ID
452,Gizo,-8.103,156.8419,85.28,66,99,5.75,SB
453,Wencheng,33.0559,113.7978,48.74,59,75,3.74,CN
454,Chor,25.5167,69.7667,71.42,67,0,8.99,PK
455,Faya,18.3851,42.4509,54.12,72,8,0.85,SA
456,Karabash,55.4808,60.2157,30.69,98,100,10.29,RU
457,Suba,10.8438,121.0102,83.57,79,93,21.94,PH
458,Caravelas,-17.7125,-39.2481,76.14,87,100,9.37,BR
459,Haverfordwest,51.8017,-4.9691,57.06,94,100,5.99,GB
460,Zapolyarnyy,69.4154,30.8136,27.68,97,100,6.87,RU
461,Tougue,11.4667,-11.6,70.07,56,56,1.68,GN
462,Thinadhoo,0.5333,72.9333,81.84,73,100,14.85,MV
463,Soyo,-6.1349,12.3689,75.65,79,92,6.4,AO
464,Vestmannaeyjar,63.4427,-20.2734,48.11,86,100,20.42,IS
465,Bagdarin,54.4333,113.6,10.71,81,51,2.19,RU
466,Fortuna,40.5982,-124.1573,49.98,84,0,6.91,US
467,Mizdah,31.4451,12.9801,55.99,49,5,1.03,LY
468,San Jeronimo,-11.9472,-75.2829,54.7,70,100,5.32,PE
469,Ayotzintepec,17.6667,-96.1333,70.9,98,82,1.05,MX
470,Poum,-20.2333,164.0167,76.35,80,43,7.27,NC
471,Gonaives,19.45,-72.6833,77.07,84,96,5.84,HT
472,Vanimo,-2.6741,141.3028,82.8,82,94,1.07,PG
473,George Town,5.4112,100.3354,80.53,92,20,4.61,MY
474,San Policarpo,12.1791,125.5072,82.87,82,42,11.56,PH
475,Shimoda,34.6667,138.95,62.96,65,88,17.29,JP
476,Tecozautla,20.5333,-99.6333,64.92,69,0,8.01,MX
477,Parang,7.3704,124.2697,83.82,67,98,4.68,PH
478,Constantine,36.365,6.6147,49.41,71,0,0.0,DZ
479,Camana,-16.6228,-72.7111,64.99,83,12,6.82,PE
480,Sur,22.5667,59.5289,78.89,45,0,6.91,OM
481,Torbay,47.6666,-52.7314,36.28,88,75,2.3,CA
482,Aksarka,66.5606,67.7975,-1.01,91,100,8.12,RU
483,Yaan,7.3833,8.5667,75.16,43,93,1.41,NG
484,Mizan Teferi,6.9833,35.5833,60.51,91,91,2.33,ET
485,Dunedin,-45.8742,170.5036,55.8,77,95,11.99,NZ
486,Rio Grande City,26.3798,-98.8203,58.1,64,100,10.16,US
487,Susangerd,31.5608,48.1831,68.04,35,0,7.49,IR
488,Pisco,-13.7,-76.2167,64.45,82,100,12.66,PE
489,Kalianget,-7.05,113.9333,84.81,69,95,3.22,ID
490,Maputo,-25.9653,32.5892,67.68,88,40,14.97,MZ
491,Hami,42.8,93.45,32.45,48,5,2.37,CN
492,Honningsvag,70.9821,25.9704,33.55,86,40,3.44,NO
493,Sitka,57.0531,-135.33,48.09,81,100,8.05,US
494,Black River,18.0264,-77.8487,78.53,82,2,4.23,JM
495,Matagami,49.7502,-77.6328,21.31,93,100,4.61,CA
496,Bethanien,-26.502,17.1583,59.85,33,0,3.02,NA
497,Riohacha,11.5444,-72.9072,76.51,88,79,4.23,CO
498,Papara,-3.9839,-38.7273,79.68,89,55,4.29,BR
499,Rapid Valley,44.0625,-103.1463,24.46,78,100,21.85,US
500,Sarangani,5.4033,125.4636,83.52,75,99,19.28,PH
501,Felipe Carrillo Puerto,19.5833,-88.05,74.46,82,28,3.65,MX
502,Korla,41.7597,86.1469,31.51,63,0,1.5,CN
503,Rensvik,63.1,7.8167,48.47,76,75,5.75,NO
504,Port Lincoln,-34.7333,135.8667,58.24,63,100,18.45,AU
505,Heihe,50.2441,127.4902,25.38,78,98,5.01,CN
506,Askiz,53.1319,90.5264,31.66,77,100,5.86,RU
507,Lively,46.4334,-81.1498,27.01,71,8,7.94,CA
508,Kloulklubed,7.0419,134.2556,84.7,76,54,11.7,PW
509,Kannangad,12.3081,75.1063,75.07,89,92,7.05,IN
510,Sibu,2.3,111.8167,75.51,100,40,0.0,MY
511,Santa Cruz De Las Flores,20.4833,-103.5,73.56,44,8,4.41,MX
512,Tomatlan,19.9333,-105.25,70.77,93,100,2.57,MX
513,Naze,28.3667,129.4833,67.12,70,54,14.83,JP
514,Luderitz,-26.6481,15.1594,60.13,74,0,12.68,NA
515,Royan,45.6285,-1.0281,57.42,69,94,11.88,FR
516,Nanortalik,60.1432,-45.2371,34.18,75,100,14.18,GL
517,Atar,20.5169,-13.0499,76.48,13,6,8.57,MR
518,Chernyshevskiy,63.0128,112.4714,-30.46,98,8,2.98,RU
519,Shilong,23.1123,113.8425,77.67,68,48,3.47,CN
520,Ust-Ilimsk,58.0006,102.6619,30.11,96,100,7.85,RU
521,Sanming,26.2486,117.6186,69.28,79,88,1.95,CN
522,Jalu,29.0331,21.5482,62.22,43,89,7.0,LY
523,Noumea,-22.2763,166.4572,84.18,73,70,12.41,NC
524,Nyakahanga,-1.6033,31.1414,57.72,95,96,0.87,TZ
525,Puerto Escondido,15.85,-97.0667,81.43,65,40,5.75,MX
526,Namatanai,-3.6667,152.4333,86.25,62,100,11.34,PG
527,Huejuquilla El Alto,22.6,-103.8667,58.86,48,7,4.61,MX
528,Puerto Ayacucho,5.6639,-67.6236,78.17,84,70,4.25,VE
529,Biltine,14.5333,20.9167,72.03,23,1,8.01,TD
530,Sovetskoye,52.2861,85.4131,28.04,82,100,4.79,RU
531,Benjamin Constant,-4.3831,-70.0311,77.13,80,96,2.46,BR
532,Puerto Cabezas,14.0351,-83.3888,76.57,90,81,11.12,NI
533,Sant Julia De Loria,42.4625,1.4825,50.32,79,23,1.05,AD
534,Santa Rosa,14.3122,121.1114,89.1,72,74,13.96,PH
535,Dioknisi,41.6293,42.3917,41.7,95,100,5.39,GE
536,Vilyuysk,63.7553,121.6247,-18.42,98,100,5.12,RU
537,Petersburg,37.2279,-77.4019,44.2,54,0,5.75,US
538,Pacific Grove,36.6177,-121.9166,57.02,75,0,8.01,US
539,Alice Springs,-23.7,133.8833,74.75,27,0,16.11,AU
540,Meulaboh,4.1363,96.1285,75.16,92,100,4.34,ID
541,Huarmey,-10.0681,-78.1522,64.4,83,73,8.21,PE
542,Assomada,15.1,-23.6833,71.15,80,94,11.52,CV
543,Poronaysk,49.2167,143.1167,33.28,44,99,10.8,RU
544,Alekseyevsk,57.8406,108.3492,25.56,97,100,2.51,RU
545,Banda Aceh,5.5577,95.3222,76.5,87,100,1.54,ID
546,Darnah,32.767,22.6367,63.16,67,0,3.38,LY
547,Bauchi,10.5,10.0,67.23,32,100,3.49,NG
548,Canton,23.1167,113.25,76.95,55,47,4.72,CN
549,Gondar,12.6,37.4667,56.37,68,7,3.49,ET
550,Carballo,43.213,-8.691,53.87,94,97,4.56,ES
551,Whitianga,-36.8333,175.7,67.33,67,28,6.38,NZ
552,Carahue,-38.7,-73.1667,51.33,89,70,3.27,CL
553,Asau,46.4333,26.4,42.28,74,6,2.24,RO
554,Bambanglipuro,-7.95,110.2833,79.81,83,100,2.3,ID
555,Adrar,20.5022,-10.0711,71.24,16,5,9.73,MR
556,Olinda,-8.0089,-34.8553,80.33,74,75,6.91,BR
557,Varhaug,58.6147,5.6457,50.68,85,100,15.17,NO
558,Ayorou,14.7308,0.9174,78.96,21,43,10.8,NE
559,Katsuyama,36.0617,136.501,55.76,74,53,6.11,JP
560,Iztapa,13.9333,-90.7075,78.48,86,100,3.89,GT
561,Srednekolymsk,67.45,153.6833,-23.64,96,71,5.93,RU
562,Kalundborg,55.6795,11.0886,51.35,94,100,13.35,DK
563,Yerbogachen,61.2767,108.0108,-17.03,91,100,5.86,RU
564,Verkhnechusovskiye Gorodki,58.1671,57.1086,24.84,75,100,9.78,RU
565,Jining,35.405,116.5814,45.99,35,76,2.17,CN
566,Qaqortoq,60.7167,-46.0333,34.38,72,100,3.83,GL
567,Srandakan,-7.9386,110.2506,79.77,83,100,2.1,ID
568,Coari,-4.085,-63.1414,80.8,73,94,0.45,BR
569,Sioux Lookout,50.1001,-91.917,19.47,86,100,2.3,CA
570,Entre Rios,-11.9419,-38.0844,70.29,98,86,3.13,BR
571,Vaasa,63.096,21.6158,32.02,100,100,3.44,FI
572,Ambovombe,-25.1667,46.0833,68.83,88,1,9.1,MG
573,Lakhimpur,27.95,80.7667,60.57,67,95,3.15,IN
574,Namie,37.4833,141.0,59.99,56,100,16.08,JP
575,Kudahuvadhoo,2.6708,72.8944,79.3,82,100,14.05,MV
576,Bilibino,68.0546,166.4372,1.45,97,100,1.66,RU
577,Chester,40.1254,-75.8749,40.01,67,0,10.36,US
578,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,26.94,65,100,2.17,RU
579,Taksimo,56.3444,114.8794,5.94,89,100,0.18,RU
580,Vikulovo,56.8167,70.6107,32.32,98,100,12.66,RU
581,Minnedosa,50.2453,-99.8436,10.96,98,100,4.38,CA
582,Jaciara,-15.9653,-54.9683,75.13,65,1,3.11,BR
583,Mnichovo Hradiste,50.5272,14.9713,47.66,71,0,12.17,CZ
584,Nichinan,31.6,131.3667,67.68,65,3,3.33,JP
585,Brooks,50.5834,-111.8851,23.04,85,100,2.3,CA
586,Camargo,27.6667,-105.1667,66.33,28,0,5.84,MX
587,Lahr,48.35,7.8667,43.66,92,100,6.91,DE
588,Omsukchan,62.5333,155.8,-5.73,80,0,3.85,RU
589,Trairi,-3.2778,-39.2689,79.54,80,41,11.9,BR
590,Kommunar,59.6206,30.39,34.45,88,15,4.34,RU
591,Moyale,3.5167,39.0584,66.06,82,73,3.71,KE
592,Lata,40.1629,-8.3327,59.92,96,100,4.47,PT
593,Raudeberg,61.9875,5.1352,51.87,54,18,7.78,NO
594,San Julian,21.0167,-102.1667,61.63,46,10,8.05,MX
595,Alekseyevka,50.6309,38.6903,39.0,71,8,16.24,RU
596,Matane,48.8286,-67.522,34.83,97,100,11.1,CA
597,Mayo,38.8876,-76.5119,45.09,57,0,13.8,US
598,Maine-Soroa,13.2114,12.0241,71.06,21,7,9.08,NE
599,Pithoro,25.5167,69.3833,71.85,74,0,9.31,PK
600,Frankfort,-27.2667,28.4833,52.77,93,5,10.8,ZA
601,Durango,24.8333,-104.8333,59.4,27,1,8.9,MX
602,Jaca,42.569,-0.5499,49.98,89,77,4.27,ES
603,Kjollefjord,70.9457,27.3465,33.85,93,40,4.61,NO
604,Kaili,-3.4626,120.2147,72.3,89,97,0.74,ID
605,Baltasi,56.3462,50.2062,31.24,92,100,22.86,RU
606,Gazanjyk,39.2446,55.5154,51.76,77,15,9.75,TM
607,Dauphin,51.1494,-100.0502,15.94,79,100,8.05,CA
608,Saldanha,-33.0117,17.9442,55.45,85,100,13.8,ZA
609,Araioses,-2.89,-41.9031,79.52,82,46,13.15,BR
610,Moose Factory,51.2585,-80.6094,24.8,93,100,8.05,CA
611,Salinopolis,-0.6136,-47.3561,79.38,83,96,11.68,BR
612,Teguldet,57.3064,88.1667,32.36,98,100,7.83,RU
613,Loding,67.3,14.75,39.11,95,13,10.36,NO
614,Casablanca,33.5928,-7.6192,73.33,31,94,4.0,MA
615,Rabaul,-4.1967,152.1721,83.79,69,97,4.81,PG
616,Pinawa,50.1489,-95.8811,11.62,96,92,3.62,CA
617,Klyuchi,52.2667,79.1667,31.21,71,100,18.41,RU
618,Virginia Beach,36.8529,-75.978,49.01,57,20,16.11,US
619,Palmer,42.1584,-72.3287,42.62,62,0,17.27,US
620,Kolokani,13.5728,-8.0339,78.19,31,40,3.49,ML
621,Kovdor,67.5662,30.4758,17.71,99,77,3.74,RU
622,Ritchie,-29.038,24.6028,59.63,56,0,11.72,ZA
623,Inuvik,68.3499,-133.7218,14.86,85,100,2.3,CA
624,Touros,-5.1989,-35.4608,78.08,82,9,10.29,BR
625,Binzhou,37.3667,118.0167,44.15,43,100,7.81,CN
626,Leshukonskoye,64.8989,45.7622,22.86,88,58,9.33,RU
627,Ketchikan,55.3422,-131.6461,46.87,93,100,10.36,US
628,Carlsbad,33.1581,-117.3506,62.01,67,0,11.99,US
629,Saint-Paul,-21.0096,55.2707,71.71,81,22,4.7,RE
630,Dno,57.8277,29.9637,41.22,70,100,4.83,RU
631,Mgandu,-5.95,34.1333,67.28,63,97,3.24,TZ
632,Contamana,-7.3333,-75.0167,84.87,55,100,3.29,PE
633,Wuan,31.6836,112.0044,47.55,83,100,1.14,CN
634,Podor,16.6527,-14.9587,83.61,12,54,9.71,MR
635,Puerto Madryn,-42.7692,-65.0385,66.52,49,2,3.96,AR
636,Xapuri,-10.6517,-68.5044,79.81,64,100,0.63,BR
637,Normandin,48.8333,-72.5321,28.71,80,89,8.05,CA
638,Teguise,29.0605,-13.564,62.82,39,0,2.3,ES
639,Bereda,43.2686,-7.5406,51.42,100,100,5.97,ES
640,Bicholim,15.5869,73.9462,75.85,77,8,4.76,IN
641,Bubaque,11.2833,-15.8333,82.53,66,9,6.78,GW
642,Playas,-2.6333,-80.3833,68.77,86,72,11.18,EC
643,Novoderevyankovskaya,46.3231,38.7472,44.17,91,100,7.56,RU
644,Hauterive,46.0901,3.4459,54.36,74,93,5.48,FR
645,Acapulco,16.8634,-99.8901,82.22,78,40,4.61,MX
646,Buala,-8.145,159.5921,85.87,61,39,4.12,SB
647,Karakol,42.4907,78.3936,25.09,51,82,5.19,KG
648,San Cristobal,7.7669,-72.225,66.38,98,100,0.58,VE
649,Pemberton,50.3164,-122.8027,37.09,79,48,0.2,CA
650,Senador Jose Porfirio,-2.5908,-51.9542,75.06,94,47,4.72,BR
651,Mercedes,-34.6515,-59.4307,64.63,96,100,15.82,AR
652,Tefe,-3.3542,-64.7114,81.28,75,97,1.19,BR
653,Chapais,49.7834,-74.8492,20.98,97,99,3.85,CA
654,Luganville,-15.5333,167.1667,82.99,74,21,1.28,VU
655,Prabumulih,-3.45,104.25,77.81,86,100,3.67,ID
656,Tutoia,-2.7619,-42.2744,79.47,83,33,13.58,BR
657,Malanville,11.8685,3.3899,75.74,27,5,6.69,BJ
658,Slonim,53.0867,25.3219,39.94,87,70,3.87,BY
659,Rawah,34.4816,41.9093,61.14,38,0,4.18,IQ
660,Bemidji,47.4736,-94.8803,22.77,86,100,0.0,US
661,Ust-Kuyga,70.0167,135.6,-29.15,99,100,3.42,RU
662,Aksarayskiy,46.7924,48.0119,44.98,69,100,22.62,RU
663,Dergachi,51.2328,48.7659,36.03,85,96,20.89,RU
664,Tadine,-21.55,167.8833,77.94,75,84,14.36,NC
665,Wainwright,52.839,-110.8572,21.58,94,100,6.13,CA
666,Uruzgan,32.8333,66.0,42.49,88,7,3.29,AF
667,Ayan,56.45,138.1667,23.88,56,7,6.58,RU
668,Puri,19.8,85.85,66.72,64,0,9.98,IN
669,Sabang,5.8933,95.3214,76.57,86,100,4.99,ID
670,San Vicente,-26.6167,-54.1333,62.78,99,100,4.56,AR
671,Antofagasta,-23.65,-70.4,61.88,70,9,5.39,CL
672,Sorland,67.667,12.6934,42.66,80,2,8.68,NO
673,Macon,39.8667,-88.9668,30.87,69,0,3.44,US
674,Nizhniy Ingash,56.2,96.53,33.08,91,100,14.03,RU
675,Severomuysk,56.1481,113.4267,1.33,81,96,2.28,RU
676,Boysun,38.2061,67.1986,36.75,78,95,3.91,UZ
677,Calhoun,42.2506,-85.0005,34.11,74,100,3.44,US
678,Turukhansk,65.8167,87.9833,-10.17,71,9,11.45,RU
679,Rio Cuarto,-33.1307,-64.3499,60.57,63,0,8.05,AR
680,Mogadishu,2.0371,45.3438,78.26,82,3,8.68,SO
681,Zhigansk,66.7697,123.3711,-30.82,100,100,2.46,RU
682,Escalerillas,22.1333,-101.0667,57.07,63,40,0.0,MX
683,La Ronge,55.1001,-105.2842,17.85,86,100,11.5,CA
684,Yanam,16.7333,82.2167,75.18,74,94,5.77,IN
685,Ewo,-0.8725,14.8206,71.31,95,100,2.06,CG
686,Tchollire,8.4022,14.1698,71.44,46,2,1.45,CM
687,Nanga Eboko,4.6833,12.3667,70.59,83,87,0.65,CM
688,Keelung,25.1283,121.7419,78.69,84,100,13.91,TW
689,Flin Flon,54.7682,-101.865,8.37,95,6,4.7,CA
690,Gaoua,10.2992,-3.2508,76.89,65,6,1.25,BF
691,Dubti,11.7361,41.0853,75.49,58,1,7.87,ET
692,Abu Samrah,35.3029,37.1841,59.0,54,1,3.89,SY
693,Moranbah,-22.0016,148.0466,90.1,31,99,7.14,AU
694,Svetlogorsk,52.6333,29.7333,36.21,95,6,5.21,BY
695,Iralaya,15.0,-83.2333,79.86,82,70,13.4,HN
